avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctOtherRace,PctMarriedHouseholds,BirthRate
111,49,222.7,482.7,40668,22343,22.8,37.6,37,39,2.63,46.2,15.8,51.4,42.3,6,39.3,9.2,56.5,41.3,37.5,42.2,24.4,80.00626062,14.39048386,1.565155174,50.20147284,3.728510828
279,105,166.6,469.8,54610,37001,12.9,50,47.9,52.6,2.36,52.2,21.5,38.2,27,14.7,39.3,14,69.7,48,39.7,44.7,19.4,86.51439384,2.311123125,4.119475605,55.32495512,3.698558778
55,22,220.9,560.9,25562,8669,40.3,35.3,32.3,37.5,2.91,26.8,24.6,34.4,27.8,7.8,39.4,26.8,33.5,26.3,23.4,53.4,39.8,22.60685663,75.40071238,0.745770258,26.98724239,9.134847753
106,41,193.1,550.7,39453,11182,18.1,52.4,50.7,54,2.34,55,7.1,19.2,34.9,13.9,39.4,10,61.9,37.9,29,45.5,19.7,95.7962963,0.87037037,0.175925926,55.95126523,7.575757576
1424,672,196.6,444.9,37704,204737,20.8,49.2,48.3,50,2.43,49.5,25.7,40.3,35.7,7.6,39.5,13.2,50.5,30.1,25,52.9,29.2,89.04564275,1.127054219,2.935159961,48.43873713,4.575797025
155,62,192.7,477.5,34971,26489,25.4,38.8,36.6,41.9,2.61,41.5,25.1,43.4,34.5,7.5,39.5,17.6,52.7,35.7,30.3,46.6,26.5,47.36373088,46.76592901,3.445715134,43.27694643,6.266977105
178,63,159.3,471.7,40667,22267,15.1,53.3,51.2,54.5,2.54,57.9,27.8,34,33.4,12.2,39.5,13,59.5,37.7,29.2,47,23.2,96.16110472,0.464902186,1.035673188,57.97535001,2.147577093
88,36,190.5,459.4,42579,13088,22.3,49.3,48.4,49.8,2.38,55.9,34.7,39.4,32.2,12,39.5,10.3,55.5,37.8,29.9,48.1,26.6,91.78747687,0.185070944,0.616903146,53.44699778,5.587583149
152,70,236.7,501.8,37625,23372,22.1,41.9,41.2,43.2,2.5,55.2,21.3,42.9,49.4,5.4,39.5,9.2,60.2,42.8,41.3,46.3,25.4,98.3125,0.675,0.129166667,53.06378967,4.220287661
27,12,173.5,392.3,40722,4226,19.7,47.7,46.5,49.6,2.52,47.5,31.7,42.1,32.3,9.8,39.5,10,62.5,50,37.8,48.8,26.7,93.92749942,3.671207573,0.946663588,53.98618958,5.562130178
70,26,212.9,591,32961,8910,25.1,43.3,43.4,43.3,2.62,55.8,19.5,51.1,49.1,5.8,39.6,12.3,48.7,33.7,32.6,52,32.5,98.04178974,9.107977615,0.043758889,58.09248555,8.753056235
32,17,220.4,391.5,38473,8331,24.7,37.6,36.7,39.4,2.77,41.8,27.1,30.9,43.5,6.8,39.6,10.2,53.4,41,36.1,35.2,20.3,77.97468354,16.52802893,2.688366486,47.55445952,8.315256688
370,167,146.8,325.3,35457,108277,28.5,35.7,34.5,37,3.08,45,30.7,36.4,29.5,9,39.7,19.8,40.1,28.3,24.1,52.7,37.8,48.40046073,0.669725793,3.412722003,46.90732222,7.96636424
1962.667684,154,213.5,453.5494221,42881,42477,16.8,50.8,50.8,50.8,0.0242,54.4,32.3,41.2,35.6,9.2,39.7,13.4,53.1,34.6,30.2,48.2,25,85.66334311,2.564222874,5.158944282,52.18339358,6.302577113
74,46,218.9,356.4,32103,15115,21.3,43.4,42.4,44.5,2.43,55.5,11.9,35.4,35.6,6.5,39.7,8.4,57.7,41.4,36.4,46.7,27.3,98.37677036,0.898920003,0.122873957,53.65028203,6.491885144
193,86,208.6,488.1,45288,28898,17,42.2,39.3,45.4,2.17,52.5,25.9,26.1,41.7,8.2,39.7,5.4,69.2,47.8,40.2,44.4,22,89.2326564,8.753577757,0.296442688,52.71734183,8.704627559
59,30,199.5,404.3,33975,8251,20.5,51.3,50.8,51.9,2.27,55.7,37.1,27.9,40.6,6.7,39.7,13.2,57.4,50,26,49.7,20.6,96.684036,0.438180957,0.272382757,51.92620727,5.041436464
102,38,177.8,473.5,35385,16295,28.2,42.2,39.8,45.8,2.51,37,38.2,41.4,40.7,8.6,39.8,13.5,49.4,34.2,30,47.1,27.2,46.52923854,50.16527436,0.270448945,39.73000684,8.809020437
100,47,190.3,424.2,29036,11282,23.8,55.6,54.7,56.5,2.25,47.9,17.1,51.8,33.7,12.3,39.8,6.8,50.8,46.2,22.5,57.6,27.8,91.39044339,0.4563065,3.409384417,44.70658208,8.198614319
93,44,211.2,461.6,30835,16106,26.4,38.4,36.1,41.1,0.0261,41.6,31.6,35.7,41.2,7.3,39.9,17,43.3,32.2,26.8,42.4,27.7,43.3675339,54.50714547,0.84279956,40.59765561,4.429860541
128,55,202.2,480.4,30619,20464,26.2,42,41.2,44.1,2.57,48.7,16.6,40.3,37,4.4,39.9,12.6,50.2,34.4,29.8,51.9,30.3,94.66957153,2.231905108,1.534737352,48.37691045,6.951992754
52,21,151.5,454.7,32750,6492,22,53.5,52.4,54.9,2.08,48.1,23.5,34,27,14.9,39.9,15,54.3,34.5,25,49,22,86.2503845,0.676714857,3.614272532,42.32804233,3.911735206
50,25,226.5,459.9,32162,7470,21.8,47,47.6,46.5,2.44,55.7,11.6,31.4,48.9,7.6,39.9,18.1,52.4,36.5,35.1,46,25.2,98.25327511,0.09262935,0.026465529,53.33333333,4.780114723
102,52,211.3,414.7,31330,17830,26.4,44.5,43,47.5,2.29,53.3,15.8,46.9,40.9,6.1,39.9,9,56.6,37.4,31.4,48.7,26.1,93.40067714,3.946272964,0.782594217,55.01498074,5.253623188
10,5,151.4,300.1,35924,2206,22.1,43.1,41.1,48.7,2.36,52.5,39,13.2,28.3,11.4,39.9,13.6,58.4,50,33.5,38,17.3,88.33844805,6.093818501,3.156510303,51.70842825,6.788511749
70,41,166.9,293.5,33017,18408,27.7,41.5,39.5,44.2,2.52,43.3,33.2,28.6,39,6.9,40,11.8,51.6,32.8,26.2,45.2,24.6,58.04367558,38.71002189,1.083880613,46.93075295,11.91053624
68,32,174.7,381.9,35256,14462,22.3,40.5,39.7,42.3,2.64,44.6,16.9,45.8,37.5,8.2,40.1,10,49,33.5,28.3,43.5,25.9,81.25213821,13.43140609,1.108450222,49.81187291,4.5
99,44,171.8,414.7,39420,12841,16.1,53.2,52.8,53.5,2.13,59.6,16.2,27.6,40.6,10.6,40.1,13.1,70,41.9,37.2,45.7,16.4,97.26931042,0.46022858,0.107386669,54.9758293,3.178368121
1300,567,178.1,447.5,40094,178439,15.3,48.7,46.9,50,2.45,52.4,14.5,40.5,37.5,10.6,40.1,13.7,55.7,50,28.9,47.9,25.8,89.94216545,5.380157772,1.210463992,51.03190825,5.381697487
65,33,259.5,511.9,29331,8755,26.1,46.3,45.5,46.6,2.28,54.1,10.4,54.6,43,5.3,40.2,14.8,45.1,31.2,28.2,53.3,35.4,97.98364512,0.123221687,1.983523004,48.72652431,4.203539823
71,32,196.5,449.1,35379,11509,23.4,45.8,44.9,46.5,2.49,50.8,5.8,57.3,47.7,5.1,40.2,14.5,48.3,33.2,27.6,52.2,32.2,96.72929715,0.71329158,0.617606124,50.34208784,3.981937603
54,29,213.7,439.1,39539,8173,17.6,50,49.5,50.2,2.38,52.1,16.7,53.8,46.8,9.3,40.2,15.6,60,48,33.4,49.7,24.8,86.92084942,0.49469112,0.180984556,50.62883884,4.633204633
93,44,201.4,434.8,33573,16748,23.3,42.2,40.2,45.9,2.48,49.9,17.5,51.1,43.6,5.6,40.2,12.2,54.7,50,32.6,43.5,27,91.99266142,6.172693378,0.384683672,55.28741411,6.408629442
70,35,216.2,433.9,25413,13103,38.1,36.7,36,38.7,2.61,29,10.6,16.5,40.5,9.8,40.3,16.8,46.5,32,26.1,46.6,26.2,24.99812608,72.44584364,0.17240087,29.86500519,1.921422426
164,72,209.6,500.6,33236,18670,19.5,52.5,51.8,53.2,2.28,56.9,24.1,29.7,44.8,7.7,40.4,10.2,56.5,33.7,26.4,51,25.4,97.08815106,0.434920972,0.164421343,54.43612713,2.363989637
186,93,193.4,406.2,37122,25345,19,624,51.6,52.5,2.2,52.2,25.2,32.4,40,10,40.4,12.1,61.4,34.2,29.4,53.2,23.4,96.14582103,0.625959608,0.141726704,48.10896588,4.012841091
76,27,137.6,398.5,35049,13170,25,44.9,43.8,47.1,2.37,48.3,17.4,43.1,36.8,7.4,40.4,13.6,56,39.9,34.3,44.8,24.2,55.89399029,43.30720418,0.014930944,45.20179372,4.317548747
123,54,201.6,450,36852,25683,22.5,38.5,37.6,40.4,2.66,41.6,31.5,45.6,44,6.9,40.4,8.9,58,43.7,39.8,40.2,23.8,72.49834327,20.01715199,0.732857755,45.16008471,5.988023952
124,61,176.8,372.1,33698,22785,25.9,44.5,43.2,47.1,2.45,43.9,27.1,38.1,37.3,10.9,40.5,6.4,53.6,38.6,34.3,42.6,24.9,67.36241231,25.55666914,4.823739597,46.04772558,3.995098039
245,113,240.1,523.9,36437,34707,20.2,42.6,41.5,44.1,2.5,53.1,15,45.9,41.6,5.5,40.5,10.9,56.1,40.5,39.9,45.5,25.8,96.44574944,2.192393736,0.164988814,52.33924375,4.195713917
146,63,194,453.8,36620,24675,24.9,41.1,40,42.3,2.57,45.5,23.5,55.9,43.9,8.4,40.5,19.4,56,48,36.7,43.2,24.3,53.5580375,45.25727962,0.095731951,46.62232384,2.570564516
400,182,238.4,518.3,32666,61792,27.4,41.1,40.1,42.3,2.38,54.6,19.5,35.8,36.4,6.6,40.6,10.7,53.1,38.2,35.4,49.4,30.6,97.62745531,0.889113094,0.323170539,51.64216812,5.073851204
126,61,213.7,442,33181,16185,20.3,51.3,50.7,52.1,2.43,58.2,15.3,39.7,43.4,9.1,40.6,10.9,56,50,27.4,52.2,24,96.57917122,0.255195042,0.236966825,57.43918818,5.886450714
115,56,188.1,384.2,40442,21347,19.3,42.8,38.5,46.8,2.39,53.5,33.3,40.6,41.8,7.7,40.8,11.5,59.2,39.8,35.2,41.8,19.1,85.01071662,11.12664244,1.691361476,55.60993976,6.233421751
51,20,127.1,341.5,36128,11396,23.9,41.3,39.9,41.6,0.0255,41.2,21.9,41.6,43.6,6.2,40.8,7.4,54.2,40.1,35.3,41.5,25.7,62.88179465,33.57204487,1.078515962,47.32708386,3.860242322
93,42,184.1,420,32744,13445,22,48.1,45.9,50.4,2.28,56.7,21.5,36.5,40,8.1,40.8,10,53.1,48,28.9,49.3,26.6,96.96587537,1.201780415,0.400593472,55.21715624,4.812157028
217,90,194.1,479.9,32268,33775,27,42.8,40.1,45.3,2.47,42.9,34,35.9,36.4,9.2,40.9,16.2,52,32.8,28,48.4,25.9,48.44051729,48.94961671,1.009421265,43.203404,6.157946416
146,71,183.6,404,40189,20848,17.8,51.7,50.8,52.5,2.24,52.7,27.3,33.9,31.6,11.3,40.9,8.9,55.8,33.1,25.9,50.9,24.1,89.40663599,0.305158634,2.286267861,48.96703297,5.889178996
71,37,237.1,463.9,34172,12181,25,39.6,38.5,41.7,2.72,47,30.3,39.2,37.3,7.7,40.9,9.6,46.3,33.7,27.3,43.2,27.5,63.65120836,7.797191378,0.775636839,50.22233202,7.418397626
74,35,173.5,367.9,40205,14081,18,45.3,42.6,48.8,2.17,46.3,29.2,24.8,31.5,11.9,40.9,9.4,64.3,46.2,40.9,40.6,19.9,60.91703057,36.17410903,1.676292436,47.51432268,5.135032332
67,28,211.9,507.2,30675,10458,31.4,39.5,37.8,41.2,2.49,34.8,33.9,34.8,35.3,10.2,40.9,13.2,54.7,48,28.9,45.8,25.4,25.49804506,74.05511078,1.983523004,32.83512377,3.731942215
71,35,229.6,461.4,34801,11830,20.8,44.3,43.6,44.8,2.51,55.7,14.8,63.8,42.7,4.6,40.9,15,57,50,37.4,42.7,23.7,96.24445203,1.596107887,1.983523004,54.91341991,5.090180361
108,64,209.1,356.3,36482,24687,20,40.9,39.5,43.1,2.66,46.6,26.3,38.7,41.3,6.7,41,11.5,54,37,30.6,47.8,27,79.6581266,15.17316984,0.665881684,50.38806694,5.908289242
25,19,185.6,234,41838,8176,17.4,43.7,41.8,45.5,2.85,45.8,26.2,61.7,44.3,8.8,41,6.5,55.2,37.7,35.5,45.2,25.4,96.67113767,1.085233508,1.983523004,53.92670157,6.016466118
89,39,189.1,434.7,38419,15871,23.1,43.3,41.3,46.2,2.52,44.8,29.4,34.7,34.7,11.5,41,10.2,58.7,42.2,34,37.2,18.9,77.94741844,17.97275895,0.411783339,50.17760329,4.887361588
1962.667684,9,127.4,453.5494221,45629,5036,15.1,37.4,37.3,38.1,2.55,56.8,30.1,38.4,32.1,15.9,41,11.8,64.1,51.8,48.5,31.5,15.5,90.64304967,2.9264536,0.904890258,59.21402018,4.519774011
147,72,209.9,434.4,39980,26928,22.6,39.6,36.8,44.9,2.72,39.5,27.5,32.8,37,7.8,41,12.4,57.4,48,35.4,38.7,20.6,77.59247695,20.04554972,0.139587849,45.24515393,2.467138524
197,82,179.9,457.2,34620,27178,21,50,47.9,51.3,2.51,53,15,28.5,33.2,11.6,41.1,8.4,51.8,32.1,24.6,47.3,24.4,93.69924701,1.616713421,0.668093902,53.94637462,2.533172497
2696,1089,183.4,490.1,39860,343254,17.8,48.2,46.6,49.6,2.48,49.5,23.4,37.4,36.6,11.7,41.1,12,54.1,33.8,27.3,47.9,25.2,81.68230848,12.91466134,1.293900734,49.44098815,5.222619682
170,88,189.8,393.2,40524,22483,17.1,54.6,53.8,55.3,2.11,52.8,41.2,38,27.7,14.7,41.1,11.3,63.1,48,26.4,51.1,18.7,91.58384815,0.326797386,2.032411138,46.25023914,2.198107958
640,281,199.7,491.2,37230,84745,20.6,47.9,46.1,49.8,2.38,51.4,17.7,38.6,32.1,10.3,41.2,12.3,56.9,36,30.2,50.6,26.2,92.95879342,0.341689746,1.302017768,48.71549802,6.292364753
168,78,209.5,463.4,35799,27037,20.6,43,42.3,44.1,2.44,51.6,23.1,42.5,47.5,7.8,41.2,10.3,59.6,41.6,39,47.6,26.6,97.86584244,0.724877654,0.099348714,50.71046319,3.66910141
57,22,176.2,452.4,42204,8908,19.7,43.7,40.8,50.3,2.47,46.6,16.7,29,40.2,8.8,41.2,8.7,70.6,53,43.7,35.6,17.9,66.49237958,28.82411837,0.645233063,50.22608696,8.755129959
195,83,196.5,475.7,39721,25164,18.5,48.9,47.9,49.9,2.3,57.2,24.9,36.2,40.2,7.6,41.2,11,61.6,50,32.1,49.8,21.6,97.57656562,0.360770166,0.082349712,53.97810219,6.390328152
134,56,190.4,493.4,32101,16912,21.6,47.2,46.5,47.9,2.37,53.9,25.6,24.6,45.9,5.9,41.3,8.8,47.4,29.1,24.9,54,31.5,95.69041337,0.404573439,0.134857813,49.83117614,6.62707096
505,226,211.6,488.3,32054,72023,28.5,44.1,43,45.6,2.57,44.9,22.8,43.8,38.8,7.7,41.3,12.6,45.1,30.2,24.2,47.8,28.5,77.76081215,16.46445472,2.865357104,43.61160279,4.330954196
145,61,189.9,452.7,32063,20426,25.8,47.1,44.2,49.7,2.35,38.6,22.1,33.9,35.9,7.2,41.3,15.9,50.3,34.1,28.6,48.4,27.2,39.95526153,56.8130979,0.304602351,37.33487833,2.454590083
89,41,204,449.2,33041,14435,23.1,44.2,43.2,45,2.48,53.9,26,45.8,46.5,8.2,41.3,8.9,51.6,36,32.9,51.8,32.6,97.9365947,0.020497404,0.204974037,52.19686649,2.353331124
18,11,179,297.2,39335,3549,21,44.9,40.8,47.3,3,56.7,24.9,38.1,27.9,11.1,41.3,13.2,52.7,39.4,29.6,33.9,16.3,97.95918367,1.202124685,0.111825552,55.69972196,5.640305931
96,41,227.5,524.4,36644,14568,26.8,41.3,40.1,42.6,2.36,46.9,27.7,44.1,42,7.9,41.3,6.3,56.1,40.2,35.3,40.1,22.2,65.60753955,32.56815887,0.228879165,49.35606748,4.891661195
176,106,223.4,367.3,38528,39718,21.9,39.8,37.8,41.5,2.46,47.5,12.2,35.6,32.4,9,41.3,11,59.7,43.7,40,42.3,22.9,92.66962744,5.418208734,0.180113496,49.41654648,3.651138835
132,57,185.4,447.7,33869,20155,22.8,46.1,44,48.2,2.48,41.7,25.7,48.4,34.8,9.3,41.3,10.7,51.7,48,25.6,47.2,26.1,39.27105726,50.88430721,1.749071722,43.18792376,4.839989421
192,93,280.8,579.2,31265,27565,27.5,41.4,40.2,41.8,2.47,53.6,23,35.5,32.2,7.3,41.3,13.9,48.3,48,33.3,48.4,32.1,96.34463821,1.433615064,1.983523004,50.8032491,4.955913652
290,147,163.3,339.2,37677,53159,24.4,48.6,47.4,50.1,2.5,50.9,25,38.2,30,9.7,41.4,12.8,52,31.3,26.9,52.7,29.4,79.1441738,0.722279695,1.958055111,48.17064422,6.179351922
125,57,158.2,355.6,32964,27967,25.5,42.5,42.1,42.9,2.51,33,16.8,24.6,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,36.8285196,31.9243604,5.744748568
194,89,212.3,470,32327,31254,32.9,40.7,38.2,44.1,2.5,37.8,16.7,44.7,35.9,11.1,41.4,11.3,46.8,33.3,27,46.4,29.2,40.20138216,55.52706464,3.117670972,35.79382487,3.939346569
113,55,247.3,497.9,31510,17896,27.8,40.1,35.6,44.1,2.63,34.5,24.2,43.6,39.8,8,41.4,14.9,53.4,38.1,33.5,46.8,26.2,32.93429392,64.81772385,0.157087915,38.43382929,6.288258208
248,156,245.2,394.3,42471,57580,20.4,38.9,38.2,41.3,2.68,44.5,24.2,51.2,36.9,7.5,41.4,4.3,59.7,46.5,41.6,34.1,19,74.17594751,21.17758784,2.35344902,52.91270837,7.105682422
51,20,160.7,405.8,33824,8616,20.6,44.6,42,45.9,2.63,55.9,32,34.2,34.9,9.7,41.5,11.1,49.8,33.1,28.2,43.9,22.5,88.6091954,0.540229885,0.83908046,57.63697582,1.998889506
44,21,230.9,483.5,27323,6572,29.5,44.2,43.4,45,2.35,51.7,5.7,58.9,39.4,7.3,41.5,12.1,48.1,37.3,34.1,49.4,31.1,97.41041855,0.451671183,0.060222824,47.56717502,8.014184397
44,20,181.1,398.4,30699,6780,35.6,39.7,38.1,42.2,2.65,37.8,14.2,42.4,35.8,6.1,41.5,13.9,39.5,48,21.9,58,39.1,61.62411733,34.42422596,0.298750679,36.76248109,4.373757455
82,40,218.9,460.3,28086,13441,26.1,42.6,41.4,44.4,2.55,48.4,17.7,56.5,42,6.7,41.6,10.2,40.8,28.9,25.5,51,33.2,81.92842354,0.236616386,0.229222124,46.88756943,5.094207955
108,32,164.3,558.5,37311,15485,27.6,43.3,43.1,43.5,2.81,49.1,32,30.9,34.2,10.4,41.6,11.2,42,30.1,24.8,52.1,36.8,89.53510377,1.26789882,2.889043083,50.52141527,2.98792117
113,46,190.7,500.3,36645,14402,19.9,47.7,47.2,48.4,2.69,49.1,22.8,38.7,41.9,8.1,41.6,9.9,52.2,34.9,30.5,43.1,23,87.36549809,10.26032628,0.721971538,47.17370892,2.844950213
56,27,190.6,412.7,29069,8455,23.9,45.7,43.7,48.2,2.59,45,34.7,36.3,38.8,9.1,41.6,5,54.8,48,29.3,51.2,25.9,89.99770062,2.207404001,4.265348356,42.24678817,4.063068526
116,55,230.9,496.6,30299,17917,28.1,44.2,42.7,45.2,2.43,53,10.9,51.8,44.2,7,41.6,10.4,45.2,50,24.2,53.2,33,97.90864982,0.16173108,0.340192962,51.01314348,5.124835742
74,28,171.4,459.1,34948,14502,28.5,42.9,42.6,43.3,2.75,50.7,25.4,46.9,42.8,6.1,41.7,9.6,54.2,36.1,30.8,46.1,25.7,92.46675435,4.186760193,0.116907789,58.16056462,9.152139461
110,48,178,424.5,31933,20864,25,42.4,41.5,43.7,2.51,43.8,18.8,34.3,42.2,6.7,41.7,13.8,58,40.4,34.7,44.5,24.1,56.17949234,42.3650282,0.498589847,43.58974359,6.291165115
120,50,202.6,514.6,40013,15816,18.5,46,44.6,47.2,2.46,51.4,19.8,52.5,48.7,6,41.7,8.1,63.5,42.7,39.7,44.6,21.3,98.44030451,0.117596088,1.983523004,51.70881226,6.161137441
161,73,231.1,494.7,31170,27494,31.4,39.4,36.7,43.3,2.5,38.6,25.1,34.7,41,5.5,41.7,15.5,49.8,50,32.6,47.3,29.5,41.29961062,50.7841246,1.2538849,41.2160804,6.399574544
35,16,173.3,408,27875,7230,32.4,31.7,26.5,38.7,3.31,32.8,25.2,31.3,37.6,7.7,41.8,19.8,33.5,24.1,21.6,45.8,29.9,84.90513779,0.083090985,11.95125329,41.77884615,6.831489915
121,51,175.3,430.4,31217,20199,27.7,44.8,40.6,47.8,2.59,39,30.5,37.6,40.3,7.4,41.8,13.5,50.8,36.4,29,46.1,25.8,36.20723267,61.97972512,0.160834389,41.0637149,4.823151125
141,63,218.3,484.4,33595,26936,24.8,37.1,35.2,39.3,2.5,41,24.2,54.3,44.5,5.8,41.8,13.4,50.8,38,33.6,45.2,29.6,61.85875232,35.09315638,1.122981004,41.51020408,5.484147386
95,44,212.2,459.4,41321,16804,18.5,40.9,38.9,43.3,2.75,52.4,25.5,42.3,46.1,6.7,41.8,20,59.8,41,36.4,40.2,20.2,65.63511208,24.85144437,0.623639466,56.57916191,6.039551042
57,21,124.3,337.1,31103,14035,30.4,41.4,38.9,43.2,2.52,40.3,27.3,45.8,43.4,6.7,41.8,11.7,48.3,48,32.9,40.4,23.9,44.12649549,50.17840901,4.442734206,43.40527578,1.972242513
44,17,192.1,524.5,33943,5678,23,43.5,41.3,45.7,2.5,46,18.8,48.6,35.5,8.4,41.8,16.2,54.6,50,33.5,51.6,29.5,65.20183955,32.0047692,0.323624595,42.41645244,6.129303107
17,7,116,307.3,27882,3584,28.5,49,47.6,52.2,2.46,48.2,22.8,34.4,27.4,8.3,41.8,14,41,46.2,20.6,57.5,31.2,92.96285954,9.107977615,2.094387043,44.81811942,7.517482517
47,20,148.3,345.2,39006,14732,24.8,35.6,34.5,39.1,3.06,44.7,25,48.4,25.8,8.5,41.8,6.7,53.9,46.2,39.9,35.3,23.4,82.97482192,3.907186685,8.999224205,50.45748116,8.634992459
145,69,202.4,456,33450,19990,22.4,47.4,46.3,48.5,2.38,56.2,22,42.4,38,9.2,41.9,10.8,50.6,30.9,24.7,49,24.9,70.08382643,3.50591716,0.108481262,52.94398662,5.188559858
296,125,224.8,536.6,29749,46371,29.1,39.2,37.4,41.2,2.54,46.8,23.9,43.1,40.5,8.3,41.9,15,47.4,33.5,28.6,47.7,29,67.52513103,30.13145459,0.184723774,45.29652352,6.368497812
84,34,167.8,404.4,32285,17256,31,36.8,33.9,42.8,3.43,28.5,21.6,31.9,33.4,10.6,41.9,7.3,50.5,48,31.9,47.1,29,80.99348348,0.74882817,5.744826798,36.04204568,2.688172043
216,101,203.3,440.9,37065,39469,25.9,39.9,39.2,41.2,2.77,45.8,36.9,35.2,37,7,42,11.8,43.9,30,25.3,46.5,29.2,85.42860782,9.007769711,2.741052095,48.67392304,4.691483937
61,28,212.5,461.5,35004,10567,24,39.2,37.1,41.2,2.59,42.3,26.3,27.5,45.7,5.6,42,14.4,44.6,31.2,28.5,47.8,26.8,44.56461453,52.68071732,0.009243853,42.29000242,3.087986464
98,47,258.6,549.3,30333,14375,29.8,42.7,42,43.8,2.49,52.2,14.8,57.4,48.6,4.3,42,11.8,49.2,34.1,30.6,51.2,31.1,97.90688035,0.138159713,1.983523004,49.53043478,4.634920635
40,17,161.2,381.3,32815,8330,25.4,42.6,38.4,44.5,2.39,43.8,40.8,18.1,36.5,6.6,42,20.6,49.5,48,27.3,44.6,25.4,58.69539341,39.24532794,1.773598381,42.67254038,3.978779841
455,183,182,481.9,40839,58229,16.6,49.7,48.2,50.9,2.35,57,11.9,52.8,38.3,11.3,42.1,9,60.2,35.1,28.2,49.1,21.6,97.03071969,0.593507963,0.182751719,54.13409439,4.836428773
263,118,218.3,491.8,33333,39752,22.7,43,41.7,44.5,2.48,51.4,13.6,50.9,41.8,6.7,42.1,9.9,54.8,40.2,35.9,45.4,26.7,97.89426523,0.510254879,0.057248108,50.91591122,4.345366074
75,35,216.1,464.5,28271,11665,29.8,43.1,42.1,44.6,2.35,41.6,24.4,41.4,39.1,9.7,42.2,12.9,46.4,29.4,26.1,47.3,28.4,38.40549368,61.23440248,0.142366636,36.89978083,7.061933535
135,67,203.7,425.7,36867,20171,20.7,46.5,45.9,47.4,2.55,50.9,32.4,42.9,41.3,9,42.2,11.7,50.2,33.6,26.4,42.3,21.3,96.29171817,1.241038319,0.232385661,50.79365079,6.885245902
139,60,226.9,513.2,34295,21415,24.4,41.9,41.4,42.8,2.69,50.6,16.9,50.7,43.4,5.7,42.2,10.1,51.7,34.3,31.7,52.6,31.6,98.32560297,0.477736549,1.983523004,52.9271954,2.635983264
81,39,239.3,492.5,30217,13682,34.4,40.8,40.5,41,2.54,55.1,24.3,40.3,42.2,5.4,42.2,8.4,49.1,36.9,33.5,47.6,30.9,98.22335025,0.261058738,0.478607687,53.7874558,3.777923784
84,55,195.2,324.9,33600,15431,20.9,48.3,45.1,51.3,2.1,46,15.6,32,38.4,12.3,42.2,9.5,61,38.7,34.3,47,21.8,90.88725986,4.5690091,0.120070779,44.13291796,2.773556231
76,36,170.4,377.1,32456,13239,25.8,46.3,46.9,46,2.22,53.5,20,46.2,40.5,7.6,42.2,10,60.2,38.7,35.2,49.6,24.7,93.04489073,5.06497342,0.191966923,50.44770774,3.812668868
164,73,206,467.9,42063,20148,17.8,51.4,49.7,53.3,2.47,50.9,21.5,44.6,43.7,8.5,42.2,10.1,63.9,38.9,34.1,50.8,22.6,93.18859713,3.051195541,0.718791257,54.12278449,3.861129137
98,41,189.4,455.5,34961,13069,19.9,50.3,50.1,50.5,2.38,53.8,23.7,50.1,31,15,42.2,9,44.8,48,24.7,49.5,30.2,85.32116952,1.129140806,3.559410753,48.08533917,1.470588235
35,12,188.8,538.8,36449,4251,17.3,619.2,52.3,50.7,2.67,46,17,59.8,41.8,9.8,42.3,11.8,48.3,24.7,20.2,53.8,27.1,98.44266163,0.070788108,0.141576215,46.76903391,3.333333333
76,26,151.7,442,35910,13793,21.8,40.7,39.3,42.7,2.37,52.4,25.1,41.5,40.8,9.6,42.3,8.7,47.3,33.6,28.7,43.4,25.4,74.20537897,4.091758953,0.640011506,52.11106885,5.756929638
50,23,192.8,434.9,35955,9245,25.3,39,35.5,41.8,2.71,47.3,22.8,39.9,44.2,5,42.3,6.8,48.5,35.4,32.4,43.1,27.6,68.56930272,28.47576531,0.56335034,49.2949111,5.602094241
583,267,154.6,350.1,45025,126427,18.7,40,38.2,41.8,2.42,50.4,17.9,37.9,23.4,14.5,42.3,8.7,64.7,37.2,27,43.5,20.5,80.02036299,3.874366549,7.288251946,49.64669739,5.457360828
412,142,159.9,490.8,49476,53709,14.3,48.6,46.4,51.1,2.28,51.8,16.7,28.6,29.7,13.7,42.3,12.9,64,48,36.3,46.2,21.3,88.05636199,1.832504299,3.08437656,50.57606289,3.962223187
205,82,137.7,332.9,29497,76708,35.8,30.8,29,32.3,3.97,33.5,25.1,35.8,33.1,6.7,42.4,15.5,25,19.6,16.8,47.9,37.6,16.93289008,0.814886889,3.735236087,39.14033281,7.322096363
81,36,171.7,408.4,30010,12456,24.4,48.5,47.4,50,2.4,55.4,13.1,42.2,35.4,9.5,42.4,7,48.5,29.6,20,54,27.9,96.72314578,0.039961637,0.223785166,52.9949436,4.961659901
