YEAR,ADLT_MOR,ALCO,HEPT-B,BMI,POLIO,TOT_EXPD,DIPTR,HIV/AIDS,POPLN,THIN_1_19,THIN_5_9,ICOR,SCH,LIFE_EXP
2014,78,9.88,98,6.9,98,9.5,98,0.1,14162,0.7,0.5,0.837,16.8,89
2012,121,3.89,95,52.6,96,4.48,95,0.1,2881922,2,2.1,0.732,12.7,74.4
2013,121,2.14,93,5.6,96,5.54,93,0.1,941681,2.8,2.8,0.745,11.9,72.2
2004,99,13.45,94,53.3,95,9.84,95,0.1,1483861,0.7,0.6,0.792,15.9,78
2010,62,7.91,75,67.6,76,8.3,76,0.1,41458,0.8,0.7,0.819,14.6,83
2013,123,3.79,95,53.3,96,4.55,95,0.1,289359,2.1,2.1,0.736,12.7,74.4
2014,225,0.01,99,51.5,99,4.73,99,0.1,2923896,2.2,2.3,0.729,14.8,68.4
2009,137,3.87,91,5,91,5.58,94,0.1,14691275,1.3,1.2,0.702,13.1,75.1
2010,59,11.32,96,57.8,99,7.23,99,0.1,111267,0.9,1,0.853,14.6,79.5
2011,144,0.17,77,56.5,8,3.32,79,0.1,3172753,5.3,5.1,0.649,10.4,77
2012,123,0.01,88,49.7,92,5.37,89,0.1,9295784,2.8,2.8,0.742,11.8,71.9
2000,11,11.21,6,58.1,96,8.12,95,0.1,125125,0.8,0.8,0.869,18,77.6
2005,16,3.63,41,69.7,55,4.47,49,0.1,179929,0.2,0.2,0.671,12.6,71.6
2004,81,9.56,92,59.9,95,8.3,95,0.1,1955141,0.8,0.8,0.83,15.3,79.2
2000,218,7.13,95,55.4,96,6,96,0.1,236755,2.8,2.8,0.716,13.7,71
2014,12,3.91,93,54.1,95,4.48,93,0.1,29622,2.1,2.1,0.739,12.7,74.6
2005,135,0.46,96,3.7,96,3.29,96,0.1,25659393,9,8.8,0.734,12.9,73.4
2000,139,1.83,96,15.2,98,8,98,0.1,286,14.8,14.8,0.577,11.3,69.6
2010,154,3.38,98,5.2,99,6.58,98,0.1,5737723,1.9,1.8,0.614,11.4,73.2
2014,119,0.01,94,51.5,97,6.4,94,0.1,953579,2.8,2.9,0.752,12.2,72.5
2004,162,3.62,54,68.9,26,4.45,55,0.1,178781,0.2,0.2,0.665,12.4,71.4
2002,155,1.51,88,67,85,5.3,84,0.1,99184,0.1,0.1,0.679,13.5,71.9
2007,96,3.88,92,25.7,94,4.32,93,0.1,1317885,4.7,4.1,0.659,11.4,74.4
2006,121,0.59,98,58.6,98,8.8,98,0.1,5934232,3.9,3.8,0.733,13.7,72.8
2004,137,0.49,94,29.8,95,3.74,95,0.1,2517419,9.2,8.9,0.731,12.7,73.2
2006,77,9.42,94,61.2,98,9.34,98,0.1,112362,0.8,0.7,0.85,16.3,79.7
2007,159,5.61,86,44.2,95,6.41,95,0.1,5966159,2.2,2.1,0.649,12,72.5
2002,99,11.29,6,59,96,8.46,95,0.1,1332785,0.8,0.8,0.875,18.8,78
2007,129,0.44,9,5.8,95,3.82,95,0.1,34376,6,5.9,0.69,12.3,73.8
2011,147,3.39,98,5.9,99,6.39,98,0.1,58782,1.8,1.8,0.62,11.5,74.5
2003,17,1.34,92,5.6,95,5.36,95,0.1,9939678,6.4,6.3,0.667,13.5,73.7
2001,227,0.7,83,38.7,88,6.44,84,0.1,423853,1.4,1.4,0.442,6.6,66.2
2001,157,1.35,91,66.2,91,5.66,89,0.1,98611,0.1,0.1,0.674,13.2,71.8
2012,81,11.96,98,59.5,98,9.74,98,0.1,1514844,0.7,0.5,0.824,16.3,83
2001,228,6.68,96,55.7,97,6.17,97,0.1,233717,2.8,2.8,0.728,14.2,69.9
2007,94,12.57,97,55.7,96,9.62,97,0.1,1542964,0.7,0.5,0.797,15.4,78.7
2012,157,3.63,98,51.7,99,8.4,98,0.1,587718,1.8,1.7,0.625,11.5,73.9
2009,63,7.38,86,67.1,73,8.33,73,0.1,412477,0.8,0.7,0.815,14.4,82
2000,177,4.6,88,25.3,88,3.78,88,0.1,1186873,8.1,8.1,0.667,12.1,71
2009,9,12.03,96,57.3,96,1.42,96,0.1,1568247,0.7,0.5,0.809,16,79.3
2012,118,5.77,95,62.3,95,8.74,95,0.1,3396777,1.5,1.5,0.784,15.5,76.5
2007,157,1.01,6,46.6,67,3.67,67,0.1,219953,1.6,1.5,0.579,10.7,73
2012,58,7.67,93,68.4,99,9.95,99,0.1,419455,0.8,0.7,0.821,14.1,81
2011,131,3.99,88,51.4,85,5.92,88,0.1,15177355,1.3,1.2,0.71,13.2,75.3
2008,153,1.18,61,47.4,66,3.66,67,0.1,22534,1.5,1.5,0.582,10.7,75
2009,91,5.79,98,53.5,98,5.79,98,0.1,2927519,1.5,1.6,0.721,12.2,76.1
2005,294,6.94,94,46.3,99,4.7,98,0.1,1514729,2.4,2.5,0.737,13.9,64.6
2009,123,0.5,94,52.8,94,5.36,95,0.1,3546576,6,5.9,0.705,13.1,74.4
2010,152,5.65,89,46.4,85,9.1,89,0.1,629877,2.1,2,0.664,12.4,73.2
2009,149,0.83,62,48.2,66,3.9,66,0.1,23785,1.5,1.5,0.589,10.7,78
2006,243,12.6,98,57.2,97,6.34,99,0.1,964924,2.2,2.4,0.723,14.6,68.9
2015,74,4.6,99,58,99,6,99,0.1,28873,1.2,1.3,0.762,14.2,77.8
2006,134,0.42,95,31.6,95,3.65,95,0.1,26143566,8.8,8.6,0.732,12.7,73.6
2013,157,3.58,98,52.4,99,8.43,98,0.1,5945747,1.8,1.7,0.63,11.5,73.9
2010,134,3.95,9,5.7,88,5.9,91,0.1,1493469,1.3,1.2,0.703,13.1,75
2002,179,4.14,88,26.4,88,4.24,88,0.1,124621,7.9,7.9,0.683,12.5,71.5
2009,78,9.08,95,63.1,99,9.76,99,0.1,111717,0.8,0.7,0.857,16.2,80
2000,2,9.87,98,56.9,92,6.46,94,0.1,3499536,3.4,3.4,0.745,14,71.6
2007,12,0.6,98,59.3,98,8.35,98,0.1,6193191,3.8,3.8,0.736,13.6,73
2013,57,8.58,94,68.8,99,9.89,99,0.1,423374,0.8,0.7,0.828,14.2,81.1
2003,174,8.78,98,52.9,97,5.3,97,0.1,21574326,3.5,4,0.722,12.5,71.1
2002,219,7.44,98,56,98,6.29,97,0.1,231173,2.7,2.7,0.746,14.8,73
2005,14,1.37,97,52.2,98,5.57,98,0.1,112482,6.4,6.3,0.683,13.9,74.2
2004,15,1.36,96,51.4,97,5.63,97,0.1,11761,6.4,6.3,0.673,13.6,74
2004,157,10.96,94,59.1,94,7.9,95,0.1,771686,2.3,2.3,0.738,13.3,72.2
2014,96,3.45,91,59.5,91,9.31,91,0.1,4757575,1.7,1.7,0.768,13.9,79.5
2013,96,3.42,94,58.5,95,9.47,95,0.1,47641,1.7,1.7,0.762,13.7,79.4
2002,163,4.45,78,48.2,83,5.67,81,0.1,41572491,2.5,2.3,0.656,11.5,71.8
2007,159,7.19,99,49.4,99,8.28,99,0.1,19126637,3.1,3,0.7,13.5,73.3
2011,197,0.01,99,59.5,99,4.6,99,0.1,86786,4,3.7,0.709,14.7,69.2
2001,165,4.43,8,47.5,83,5.96,8,0.1,498899,2.5,2.3,0.653,11.4,71.5
2005,77,11.92,96,6.5,96,8.12,96,0.1,43653155,0.6,0.5,0.837,15.8,81
2003,174,4.08,97,26.9,99,4.15,99,0.1,121337,7.9,7.8,0.687,12.6,71.5
2010,61,2.63,97,63,95,7.36,95,0.1,76236,1.2,1.1,0.878,15.7,81.7
2014,55,8.49,9,69.2,99,9.75,99,0.1,427364,0.8,0.8,0.847,14.3,81.4
2007,133,0.43,96,32.5,97,3.61,97,0.1,26625845,8.7,8.5,0.736,12.3,73.7
2000,153,8.4,99,53.1,98,5.5,98,0.1,38258629,2.5,2.8,0.777,14.6,73.7
2012,86,5.14,99,55.8,99,5.59,99,0.1,2941,1.3,1.4,0.752,14.2,76.9
2003,15,4.25,92,49,92,5.92,92,0.1,42152151,2.5,2.2,0.659,11.6,72.4
2011,111,5.97,95,61.8,95,8.55,95,0.1,3385624,1.5,1.5,0.78,15.5,77
2006,12,1.46,99,53.1,99,5.64,99,0.1,1196136,6.3,6.3,0.689,14.2,74.4
2000,143,1.54,71,53.5,85,4.95,85,0.1,6324121,5.3,5.2,0.641,10.7,74
2001,123,6.48,94,55.7,94,7.46,94,0.1,332713,1.8,1.7,0.742,14.2,75.2
2004,151,1.8,9,68.6,91,4.87,9,0.1,146,0.1,0.1,0.693,14.6,72.2
2013,6,9.25,95,65.4,96,9.1,96,0.1,466245,0.6,0.5,0.874,17.5,82.4
2012,138,0.01,64,5.8,65,3.7,64,0.1,247485,1.5,1.4,0.592,10.8,71.4
2014,8,4.51,98,57.2,98,5.88,98,0.1,288914,1.2,1.3,0.761,14.2,77.5
2012,147,0.01,61,57.2,7,5.26,69,0.1,32776571,5.3,5.1,0.656,10.5,76
2010,119,0.45,95,53.9,95,5.12,95,0.1,36117637,5.9,5.8,0.714,13.6,74.7
2013,84,4.76,99,56.5,99,5.66,99,0.1,289592,1.3,1.4,0.759,14.2,77.2
2004,165,9.82,99,53.4,97,5.43,97,0.1,21451748,3.4,3.9,0.733,12.9,71.7
2012,195,0.01,99,6.2,99,4.16,99,0.1,873596,4,3.7,0.714,14.9,69.4
2009,131,0.47,96,34.4,97,3.97,97,0.1,2765383,8.3,8.2,0.756,12.6,74
2010,144,3.01,57,72.5,57,5.7,62,0.1,18625,0.2,0.2,0.69,12.9,72.6
2009,226,14.09,98,58.7,98,6.9,96,0.1,956765,2.1,2.2,0.771,15.4,70
2011,88,5.37,99,55.1,99,5.71,99,0.1,295195,1.4,1.5,0.738,13.3,76.6
2002,91,12.25,87,56.1,97,1.4,93,0.1,82488495,1.2,1.1,0.867,16.3,78.4
2008,132,0.47,97,33.4,97,3.47,97,0.1,2711169,8.5,8.3,0.747,12.5,73.8
2012,148,5.36,87,47.9,83,1.33,87,0.1,6379219,2,2,0.679,12.3,73.6
2013,17,0.01,66,57.8,7,5.92,68,0.1,33883145,5.3,5.1,0.659,10.3,69.5
2013,135,0.01,64,51.7,65,3.92,64,0.1,253142,1.5,1.4,0.591,10.8,71.6
2005,16,10.48,96,59.7,97,7.8,96,0.1,7658972,2.2,2.3,0.745,13.5,72.1
2011,141,0.85,63,49.9,65,3.85,65,0.1,241871,1.5,1.4,0.591,10.8,71.2
2003,135,1.42,68,55.9,69,5.34,68,0.1,668583,5.1,5,0.668,11.9,71.6
2013,192,0.01,99,61.1,99,4.26,99,0.1,879715,4,3.7,0.719,15,69.6
2004,134,7.42,89,53.3,96,8.24,88,0.1,7463157,2.6,2.6,0.72,13.1,73
2014,117,6.03,95,63.4,95,8.58,95,0.1,3419546,1.5,1.4,0.791,15.5,76.8
2007,226,14.22,91,57.7,9,6.44,95,0.1,956953,2.2,2.3,0.739,14.9,69.8
2001,149,7.74,95,53.6,98,5.86,98,0.1,3824876,2.5,2.7,0.784,14.7,74.2
2007,12,1.24,98,53.9,98,5.64,98,0.1,129887,6.3,6.3,0.695,14.3,74.6
2002,138,7.81,66,55.1,94,8.31,93,0.1,3788937,1.2,1,0.776,16.3,74.1
2008,65,2.47,99,62.1,94,7.33,94,0.1,7388,1.1,1.1,0.877,15.8,81
2010,142,1.24,82,72.7,84,4.59,82,0.1,14137,0.1,0.1,0.707,14.4,72.8
2010,145,0.91,62,49.1,66,4.71,65,0.1,236295,1.5,1.4,0.59,10.8,71
2011,15,5.79,89,47.1,84,9.42,89,0.1,6293783,2.1,2,0.675,12.3,73.4
2014,148,3.55,98,53.2,99,9.4,98,0.1,613997,1.8,1.7,0.636,11.6,74.5
2006,65,8.44,96,58.8,97,8.82,96,0.1,58143979,0.5,0.5,0.856,16,81.2
2000,167,4.66,78,46.7,82,5.91,79,0.1,443958,2.6,2.3,0.65,11.3,71.4
2003,29,8.24,98,56.3,98,6.15,98,0.1,2287955,2.6,2.6,0.761,15.2,78
2005,168,3.94,97,28,97,4.47,97,0.1,1228254,7.7,7.6,0.704,13,72.1
2013,117,5.82,94,62.9,94,8.68,94,0.1,3485,1.5,1.4,0.788,15.5,76.8
2013,58,7.35,96,62.6,96,9.22,96,0.1,6233948,0.5,0.6,0.876,16.5,82.3
2009,117,6.45,87,58.5,91,6.7,92,0.1,618294,2,2.1,0.785,14.6,75
2011,217,2.55,97,45,97,1.98,97,0.1,517461,3.2,3.3,0.665,10.6,65.6
2003,112,1.75,98,16.7,98,5.9,98,0.1,34,14.6,14.7,0.601,11.8,72.7
2012,136,0.01,64,73.4,62,5.2,64,0.1,189194,0.2,0.1,0.698,12.9,73.2
2007,288,7.44,94,47.3,94,3.19,93,0.1,15484192,2.4,2.5,0.754,14.7,65.3
2008,224,14.67,98,58.2,98,5.95,97,0.1,9527985,2.1,2.3,0.755,15.1,70
2006,165,3.73,97,28.6,98,4.38,97,0.1,1233996,7.6,7.5,0.713,13.4,71.8
2005,135,9.6,65,53.9,98,8.7,98,0.1,744769,2.5,2.6,0.73,13.2,73
2006,148,1.79,89,7.1,89,5.61,88,0.1,11689,0.1,0.1,0.695,14.6,72.4
2003,88,12.2,83,51.7,84,1.48,84,0.1,8121423,1.7,1.9,0.837,14.7,78.8
2003,95,11.28,64,59.4,96,9.3,95,0.1,1376133,0.8,0.8,0.878,18.6,78.3
2006,161,10.39,96,6.3,96,6.67,95,0.1,76122,2.2,2.2,0.75,13.5,72.2
2009,63,2.55,98,62.6,96,7.46,96,0.1,74856,1.2,1.1,0.876,15.6,81.5
2011,116,0.56,95,55,95,5.29,95,0.1,36819558,5.9,5.8,0.724,14,74.9
2004,168,4.16,98,27.5,98,4.29,98,0.1,12213,7.8,7.7,0.696,12.8,71.9
2007,72,11.05,96,61.7,96,8.36,96,0.1,4522683,0.6,0.5,0.849,16,89
2002,145,8.02,98,54,98,6.32,99,0.1,3823364,2.5,2.6,0.79,15,74.5
2008,158,7.21,96,5.3,99,8.24,99,0.1,19297929,3,3,0.704,13.3,73.4
2005,144,4.38,93,5.5,93,5.82,93,0.1,43285634,2.4,2.1,0.658,11.1,73.1
2006,1,1.82,78,61.4,75,8.83,78,0.1,45735,4.7,4.6,0.733,13.2,74.1
2008,119,0.61,97,6.1,98,8.78,97,0.1,6489822,3.8,3.8,0.739,13.6,73.1
2006,133,8.58,93,54.5,97,8.99,92,0.1,7411569,2.5,2.5,0.739,13.4,73.6
2003,142,9.06,97,54.5,98,6.22,99,0.1,382457,2.4,2.6,0.796,15.3,74.7
2013,112,0.53,95,57.2,95,7.12,95,0.1,38338562,5.9,5.8,0.737,14.4,75.3
2013,114,0.4,98,64,98,7.23,98,0.1,8413464,3.9,3.9,0.737,13.1,73.9
2012,113,0.66,95,56.1,95,6.14,95,0.1,37565847,5.9,5.8,0.732,14.4,75.1
2011,139,2.15,58,72.9,6,5.8,65,0.1,187665,0.2,0.1,0.693,12.9,73
2002,22,11,94,57.5,97,6.4,95,0.1,344367,3.3,3.3,0.77,15.3,71.4
2002,186,11.15,99,28.1,99,4.21,99,0.1,83723,6.1,6.6,0.712,12.1,72.1
2009,157,7.33,99,51.1,99,8.65,99,0.1,194895996,3,2.9,0.714,13.8,73.6
2014,134,0.01,64,52.5,65,5.2,64,0.1,25885,1.5,1.4,0.596,10.8,71.7
2014,135,0.01,8,74.8,82,5.18,8,0.1,15782,0.1,0.1,0.716,14.3,73.3
2007,146,2.05,87,7.8,88,5.82,87,0.1,12357,0.1,0.1,0.698,14.5,72.5
2008,145,1.1,84,71.5,88,5.13,86,0.1,135,0.1,0.1,0.698,14.5,72.6
2010,64,9.78,97,63.5,97,9.56,97,0.1,46576897,0.6,0.5,0.86,16.4,81.9
2005,67,10.3,95,61.5,92,8.45,92,0.1,23948,0.7,0.6,0.91,20.3,81
2012,22,2.75,98,45.9,98,1.96,97,0.1,5267839,3.2,3.3,0.672,10.7,65.6
2007,161,3.24,97,29.1,96,4.24,97,0.1,123963,7.5,7.4,0.72,13.5,72.9
2003,9,11.92,9,56.6,96,1.62,97,0.1,82534176,1.1,1.1,0.872,16.3,78.5
2012,189,6.66,98,48.5,98,5.45,98,0.1,33671,3.5,3.4,0.702,12.5,69.4
2013,137,0.01,82,74.3,84,4.98,82,0.1,15328,0.1,0.1,0.718,14.3,73.2
2009,12,1.4,99,55.6,99,6.18,99,0.1,1521834,6.3,6.3,0.706,14.4,74.7
2012,13,1.3,97,58.3,97,7.18,97,0.1,1886668,6.4,6.3,0.717,14.6,74.9
2004,69,9.84,95,6.9,92,8.57,92,0.1,21274,0.7,0.6,0.908,20.7,86
2007,157,10.89,95,6.9,95,6.41,95,0.1,7545338,2.1,2.2,0.755,13.5,72.6
2013,13,1.29,98,59.3,98,7.26,98,0.1,1114558,6.4,6.3,0.72,14.7,74.9
2006,13,5.38,9,56.5,9,8.1,9,0.1,61525,2.2,2.2,0.751,13.2,73.8
2014,12,1.39,98,6.2,98,7,98,0.1,1114398,6.5,6.4,0.722,14.7,75.1
2004,16,1.6,97,17.3,96,5.89,96,0.1,312,14.5,14.6,0.617,12.2,73.4
2005,162,7.68,98,53.9,97,5.47,97,0.1,21319685,3.3,3.8,0.745,13.4,71.9
2005,93,1.47,98,18,98,9.52,98,0.1,321,14.4,14.5,0.625,12.1,74.3
2011,13,1.29,98,57.4,98,7.15,98,0.1,1761467,6.4,6.3,0.714,14.5,74.8
2005,122,5.53,92,5.3,88,7.48,92,0.1,333465,2.1,2.1,0.74,12.9,75.8
2009,166,2.83,99,3.2,99,4.97,99,0.1,1247429,7.3,7.3,0.734,13.8,72.8
2010,94,4.54,89,53.1,9,9.58,89,0.1,372284,2.6,2.6,0.717,13.3,76.4
2006,125,5.72,88,51.1,98,7,88,0.1,339195,2.1,2,0.744,12.9,76.2
2010,115,6.56,9,59.1,93,6.9,94,0.1,619428,2,2,0.787,15,75.3
2007,86,10.25,94,6.9,99,9.25,98,0.1,16257,0.8,0.8,0.871,15.8,79.5
2001,187,6.72,96,27.6,96,4.45,96,0.1,8122,6.2,6.6,0.714,12.2,72
2009,97,4.75,9,52.6,9,9.64,9,0.1,3746561,2.7,2.7,0.716,13.3,76.1
2000,131,6.65,92,55,92,7.82,9,0.1,3321245,1.8,1.7,0.738,14,75.1
2004,143,9.19,98,55,99,6.19,99,0.1,38182222,2.4,2.5,0.8,15.5,74.9
2012,11,0.01,9,6.2,94,7.25,94,0.1,6261,1.9,1.9,0.797,15.1,75.6
2006,88,1.62,98,18.7,98,7.37,98,0.1,333,14.3,14.5,0.622,12,75
2014,128,0.01,56,74.3,58,7.22,63,0.1,19229,0.2,0.1,0.701,12.9,73.8
2009,152,10.93,96,62.1,94,6.78,94,0.1,7444443,2,2.1,0.768,13.8,73.2
2012,78,10.08,98,62.6,99,1.54,99,0.1,11128246,0.9,0.9,0.886,16.2,83
2006,157,8.51,99,54.4,97,5.6,97,0.1,2119376,3.2,3.7,0.755,13.7,72.5
2010,81,10.22,97,61.9,98,1.17,98,0.1,1895586,0.9,0.9,0.878,15.9,80
2011,113,6.56,91,59.7,95,6.92,95,0.1,6279,1.9,2,0.792,15.1,75.4
2009,118,0.59,98,6.9,98,9.54,98,0.1,6821116,3.8,3.8,0.742,13.6,73.3
2009,85,10.05,97,61.6,98,1.39,98,0.1,1796493,0.9,0.9,0.876,15.8,79.8
2007,125,4.98,9,57.2,92,6.74,92,0.1,615875,2.1,2.2,0.762,13.6,74.2
2011,83,11.8,74,6.6,99,11.33,99,0.1,65342776,0.6,0.6,0.882,16.1,81.7
2005,15,1.57,89,69.4,9,6.52,89,0.1,1141,0.1,0.1,0.694,14.6,72.3
2014,217,2.9,97,47.7,98,2.7,98,0.1,5466241,3.3,3.3,0.683,10.8,66
2012,92,4.61,92,54.2,87,9.94,92,0.1,36482,2.5,2.5,0.728,13.9,76.8
2013,131,0.01,6,73.8,62,6.91,67,0.1,19757,0.2,0.1,0.7,12.9,73.6
2008,184,6.33,99,31.8,99,2.64,99,0.1,86956,5.9,6.3,0.739,13.2,72.2
2013,77,11.77,98,63,99,1.57,99,0.1,11182817,1,0.9,0.889,16.3,87
2013,67,10.49,95,61.3,96,8.1,96,0.1,4598294,0.3,0.2,0.902,18.6,81
2013,19,0.01,9,6.7,94,6.43,94,0.1,62127,1.8,1.9,0.799,15.1,75.8
2008,258,7.6,99,47.9,99,3.65,99,0.1,15674,2.4,2.5,0.758,14.6,66.6
2008,121,6.17,93,57.8,95,6.13,95,0.1,616969,2.1,2.1,0.774,14.2,74.6
2011,8,10.11,97,62.3,98,1.42,98,0.1,1147744,0.9,0.9,0.884,16.1,83
2010,117,0.51,98,61.7,98,8.42,98,0.1,718239,3.8,3.8,0.739,13.2,73.4
2004,13,7.63,81,56.3,91,6.84,98,0.1,38728696,1.1,1,0.775,16.3,74.7
2014,126,0.52,96,39.5,97,4.17,97,0.1,322817,7.6,7.4,0.783,13,74.8
2014,17,0.01,87,61.3,91,6.42,91,0.1,62181,1.8,1.9,0.803,15.1,75.9
2014,89,4.03,89,55.3,86,9.57,86,0.1,35662,2.4,2.4,0.742,14.2,77.2
2012,126,9.38,97,58.3,93,9.89,91,0.1,719977,2.1,2.1,0.767,14,74.9
2014,66,10.75,95,62.1,96,7.78,96,0.1,4617225,0.3,0.2,0.91,18.6,81.2
2012,83,11.5,78,61.1,99,11.44,99,0.1,6565979,0.6,0.6,0.885,16.1,81.5
2010,147,10.8,95,62.7,94,7.24,94,0.1,7395599,2,2,0.77,13.9,73.4
2006,75,8.2,14,61.9,95,9.75,95,0.1,325755,0.5,0.4,0.891,15.8,85
2007,132,9.3,99,55.1,93,1.2,94,0.1,7381579,2.4,2.4,0.743,13.5,73.8
2010,128,9.65,89,57,91,1.9,91,0.1,7291436,2.2,2.3,0.755,13.6,74.4
2007,144,4.66,93,52,93,6.25,93,0.1,44374572,2.3,2.1,0.675,11.9,73.5
2003,127,4.88,98,54.9,98,6.2,98,0.1,1564453,1.9,1.8,0.708,11.9,75
2013,153,6.5,99,31.3,99,4,99,0.1,6814365,7.9,7.9,0.733,13.6,74.5
2014,152,6.41,99,32.4,99,4.12,99,0.1,68416772,7.8,7.8,0.737,13.6,74.6
2012,154,6.56,98,3.1,99,4.17,99,0.1,67843979,8,8.1,0.729,13.7,74.3
2010,94,1.58,81,63.5,75,7.19,81,0.1,4337141,4.7,4.7,0.752,13.3,74.9
2009,235,6.64,99,48.5,99,4.13,98,0.1,169271,2.3,2.5,0.758,14.6,67.8
2009,131,9.85,93,56.4,97,9.9,95,0.1,73287,2.3,2.3,0.754,13.6,74.1
2005,129,1.29,85,57.6,9,5.45,9,0.1,679346,5,4.9,0.681,11.9,72.4
2011,93,1.57,81,64,75,7.12,81,0.1,4588368,4.7,4.7,0.758,13.2,75
2012,71,11.18,88,6.9,94,1.99,95,0.1,8425823,1.1,1.1,0.916,16.9,86
2003,185,7.41,99,28.7,99,4.64,99,0.1,82781,6.1,6.5,0.713,12.1,72.1
2012,148,7.55,96,53.6,96,8.26,95,0.1,256983,2.8,2.8,0.73,14.2,74.5
2011,232,17.31,98,59.9,98,4.92,98,0.1,9473172,2,2.1,0.787,15.5,72
2014,118,7.93,94,62.2,92,4.79,94,0.1,42981515,1,0.9,0.825,17.3,76.2
2012,139,10.99,95,63.9,95,7.11,95,0.1,735888,1.9,1.9,0.778,14.3,73.9
2009,72,8.4,42,63.6,89,11.17,91,0.1,33628571,0.5,0.4,0.898,15.9,81
2001,1,4.29,8,46.4,92,7.25,91,0.1,3996798,2.3,2.2,0.708,11.7,77.5
2011,74,11.2,88,6.4,94,1.93,95,0.1,8274983,1.1,1.1,0.912,16.8,85
2007,66,10.56,94,62.5,92,8.53,92,0.1,28276,0.7,0.6,0.918,19,81.3
2011,144,10.67,96,63.3,95,6.88,95,0.1,7348328,2,2,0.775,14.2,73.7
2013,122,9.16,91,58.9,97,1.12,95,0.1,7164132,2.1,2.1,0.766,14.1,75.3
2009,13,5.27,95,59.4,95,6.6,95,0.1,11555228,1.7,1.6,0.738,12.5,75.7
2004,122,5.66,94,57.7,95,11.59,94,0.1,332496,1.7,1.6,0.75,15.5,75.4
2012,129,5.14,95,53.6,94,5.18,95,0.1,3158966,1.1,1.1,0.725,13.4,74.9
2013,71,10.94,88,61.4,94,11.16,95,0.1,864565,1.1,1.1,0.919,16.9,86
2002,95,12.91,95,55.2,99,8.27,99,0.1,446175,1,0.9,0.86,13.5,78.3
2005,222,12.3,95,58.4,93,5.83,94,0.1,3322528,3,3.1,0.798,16.2,78
2012,154,0.01,98,31.8,98,4.76,98,0.1,1255882,7.1,7,0.756,14.3,73.9
2011,127,9.56,94,57.7,94,9.72,94,0.1,723499,2.2,2.2,0.757,13.5,74.6
2013,146,7.24,96,54.5,96,8.48,97,0.1,2248632,2.8,2.7,0.734,14.2,74.7
2007,185,8.12,99,31.2,99,3.3,99,0.1,8533,5.9,6.3,0.733,13.1,72.2
2013,147,0.01,98,32.3,98,4.82,98,0.1,1258653,7,7,0.765,14.7,74.1
2011,158,3.03,98,31.3,98,5.2,98,0.1,125244,7.1,7.1,0.748,14.1,73.6
2007,154,10.6,99,55,96,5.21,96,0.1,2882982,3.2,3.6,0.766,14.1,72.9
2004,124,4.9,98,55.7,98,6.11,98,0.1,16995583,1.8,1.8,0.714,12.1,75.4
2009,15,4.34,92,53.5,92,7.1,92,0.1,45416181,2.2,2,0.691,12.4,73.6
2014,69,11.03,88,61.9,94,11.3,95,0.1,89825,1.1,1.1,0.92,17,89
2013,125,5.38,88,54.2,71,5.23,88,0.1,3565716,1.1,1.1,0.731,13.4,75.3
2000,7,9.56,89,52.8,97,5.77,97,0.1,943286,0.9,1,0.798,12.5,78.1
2008,127,6.74,86,52.7,86,6.75,86,0.1,3516268,2,2,0.75,12.8,76.5
2006,127,7.75,84,57.5,92,6.68,91,0.1,3955889,1.1,0.9,0.782,16.1,75.2
2011,68,8.2,7,64.7,87,1.82,87,0.1,3434278,0.5,0.5,0.903,15.9,81.5
2014,125,0.01,88,54.9,78,5.47,88,0.1,3973354,1.1,1.1,0.735,13.4,75.3
2008,146,4.45,92,52.8,92,6.62,92,0.1,4491544,2.3,2,0.683,12.2,73.5
2006,125,5.11,98,57.2,98,5.83,98,0.1,1192378,1.8,1.7,0.723,12.2,75.8
2010,153,9,98,56.9,94,5.83,94,0.1,2246871,3,3.2,0.797,15.8,73.4
2011,187,5.64,86,55.5,86,5.93,86,0.1,531589,3.5,3.4,0.704,12.5,76
2005,126,4.93,98,56.4,98,6.4,98,0.1,18472228,1.8,1.7,0.719,12.2,75.3
2013,119,8.28,94,61.6,99,4.99,94,0.1,42539925,1,0.9,0.823,17.3,76
2005,97,4.1,9,5.3,91,7.74,91,0.1,4247841,2,2,0.723,12.4,78.6
2010,127,5.21,93,6.1,95,6.39,95,0.1,117318941,1.6,1.6,0.739,12.5,75.6
2004,12,4.09,89,49.3,9,7.8,9,0.1,418738,2.1,2,0.719,12.2,77.7
2011,63,8.96,2,59.9,97,1.53,97,0.1,1669374,1,0.9,0.911,17.2,81.1
2003,1,4.04,86,48.3,88,8.45,88,0.1,4125971,2.2,2.1,0.715,12.1,78
2008,81,1.76,98,2.3,98,9.3,98,0.1,362,14.2,14.3,0.641,11.8,75.9
2012,138,9.58,96,58.4,92,5.48,91,0.1,25835,2.8,3,0.797,15.3,74.4
2011,67,1.92,96,23.1,96,8.11,96,0.1,377,13.9,14,0.663,11.8,77.3
2011,152,7.58,98,52.8,98,8.9,99,0.1,198686688,2.9,2.8,0.724,14,74.1
2009,127,6.87,85,53.4,85,7.56,85,0.1,3579385,2,1.9,0.755,12.8,76.8
2006,229,10.4,94,57.4,96,6.8,96,0.1,2218357,2.4,2.5,0.807,16.2,75
2007,129,8.16,85,58,92,6.49,91,0.1,3997224,1.1,0.9,0.788,16.3,74.8
